SectionID,Year,Semester
278,2018,Spring
279,2004,Fall
280,2003,Spring
281,2006,Spring
282,2019,Summer
283,2013,Summer
284,2020,Summer
285,2009,Spring
286,2014,Spring
287,2016,Spring
288,2016,Fall
289,2019,Fall
290,2008,Fall
291,2000,Fall
292,2017,Fall
293,2010,Summer
294,2006,Fall
295,2004,Spring
296,2016,Fall
297,2010,Spring
298,2009,Spring
299,2006,Fall
300,2010,Summer
301,2011,Spring
302,2003,Spring
303,2017,Summer
304,2016,Fall
305,2017,Spring
306,2008,Summer
307,2012,Spring
308,2019,Spring
309,2003,Spring
310,2003,Spring
311,2010,Spring
312,2015,Summer
313,2015,Fall
314,2014,Fall
315,2013,Spring
316,2018,Fall
317,2021,Summer
318,2014,Spring
319,2002,Spring
320,2002,Summer
321,2008,Fall
322,2002,Fall
323,2017,Spring
324,2021,Fall
325,2005,Spring
326,2012,Summer
327,2006,Fall
328,2001,Summer
329,2003,Spring
330,2008,Fall
331,2011,Spring
332,2022,Spring
333,2017,Summer
334,2018,Spring
335,2015,Summer
336,2001,Spring
337,2005,Fall
338,2002,Spring
339,2017,Summer
340,2009,Spring
341,2000,Summer
342,2005,Fall
343,2011,Fall
344,2014,Summer
345,2017,Fall
346,2017,Spring
347,2005,Spring
348,2014,Spring
349,2006,Fall
350,2014,Summer
351,2021,Fall
352,2008,Fall
353,2010,Spring
354,2019,Spring
355,2014,Fall
356,2004,Fall
357,2019,Summer
358,2015,Summer
359,2002,Fall
360,2018,Fall
361,2015,Summer
362,2018,Fall
363,2009,Fall
364,2016,Spring
365,2016,Fall
366,2021,Summer
367,2010,Spring
368,2006,Summer
369,2015,Spring
370,2018,Summer
371,2018,Fall
372,2015,Summer
373,2022,Summer
374,2009,Summer
375,2000,Summer
376,2003,Spring
377,2001,Summer
378,2009,Summer
379,2014,Spring
380,2001,Summer
381,2005,Spring
382,2007,Spring
383,2018,Spring
384,2019,Fall
385,2003,Summer
386,2010,Summer
387,2006,Summer
388,2021,Fall
389,2015,Fall
390,2004,Summer
391,2003,Summer
392,2017,Spring
393,2012,Summer
394,2011,Summer
395,2020,Fall
396,2017,Spring
397,2007,Spring
398,2021,Fall
399,2017,Spring
400,2006,Fall
401,2005,Spring
402,2006,Spring
403,2016,Summer
404,2017,Summer
405,2008,Spring
406,2002,Summer
407,2010,Summer
408,2007,Summer
409,2006,Fall
410,2011,Spring
411,2020,Spring
412,2006,Spring
413,2017,Fall
414,2004,Spring
415,2009,Fall
416,2017,Fall
417,2021,Fall
418,2001,Spring
419,2014,Fall
420,2008,Spring
421,2022,Spring
422,2004,Spring
423,2019,Spring
424,2010,Fall
425,2001,Fall
426,2010,Fall
427,2015,Spring
428,2021,Fall
429,2001,Summer
430,2009,Fall
431,2011,Fall
432,2016,Summer
433,2022,Summer
434,2012,Spring
435,2018,Summer
436,2021,Fall
437,2001,Summer
438,2010,Summer
439,2016,Summer
440,2009,Spring
441,2016,Summer
442,2018,Fall
443,2002,Fall
444,2007,Fall
445,2008,Spring
446,2002,Summer
447,2020,Spring
448,2002,Fall
449,2020,Summer
450,2003,Summer
451,2002,Spring
452,2003,Summer
453,2006,Summer
454,2013,Summer
455,2008,Summer
456,2011,Summer
457,2000,Spring
458,2013,Spring
459,2021,Fall
460,2007,Fall
461,2002,Summer
462,2014,Spring
463,2004,Spring
464,2012,Fall
465,2008,Fall
466,2005,Spring
467,2018,Fall
468,2008,Spring
469,2007,Spring
470,2015,Summer
471,2008,Summer
472,2000,Fall
473,2015,Summer
474,2002,Summer
475,2006,Summer
476,2011,Fall
477,2001,Spring
478,2001,Spring
479,2015,Fall
480,2013,Summer
481,2006,Fall
482,2018,Spring
483,2022,Summer
484,2001,Spring
485,2005,Summer
486,2000,Fall
487,2010,Fall
488,2007,Fall
489,2014,Spring
490,2021,Summer
491,2021,Spring
492,2011,Spring
493,2013,Summer
494,2010,Summer
495,2009,Fall
496,2022,Fall
497,2013,Spring
498,2001,Summer
499,2019,Spring
500,2007,Fall
501,2019,Fall
502,2017,Summer
503,2015,Spring
504,2021,Fall
505,2014,Spring
506,2020,Summer
507,2020,Summer
508,2011,Fall
509,2014,Summer
510,2004,Fall
511,2001,Spring
512,2001,Fall
513,2013,Summer
514,2009,Spring
515,2020,Fall
516,2013,Fall
517,2001,Summer
518,2007,Fall
519,2019,Fall
520,2012,Spring
521,2003,Spring
522,2020,Fall
523,2015,Spring
524,2005,Spring
525,2009,Fall
526,2000,Fall
527,2014,Spring
528,2001,Spring
529,2013,Spring
530,2013,Summer
531,2006,Summer
532,2014,Summer
533,2011,Fall
534,2009,Fall
535,2019,Spring
536,2018,Summer
537,2008,Spring
538,2002,Summer
539,2017,Summer
540,2001,Fall
541,2007,Fall
542,2018,Summer
543,2020,Fall
544,2005,Fall
545,2020,Fall
546,2009,Fall
547,2017,Fall
548,2011,Summer
549,2003,Summer
550,2006,Fall
551,2004,Spring
552,2017,Spring
553,2007,Fall
554,2003,Spring
555,2016,Summer
556,2000,Spring
557,2016,Summer
558,2015,Fall
559,2011,Fall
560,2010,Spring
561,2014,Summer
562,2006,Fall
563,2021,Summer
564,2022,Fall
565,2013,Fall
566,2009,Fall
567,2005,Fall
568,2004,Spring
569,2000,Spring
570,2001,Summer
571,2002,Spring
572,2016,Summer
573,2002,Spring
574,2016,Summer
575,2006,Summer
576,2020,Summer
577,2021,Fall
578,2020,Fall
579,2002,Spring
580,2010,Summer
581,2012,Fall
582,2018,Spring
583,2013,Spring
584,2012,Fall
585,2003,Spring
586,2004,Fall
587,2017,Spring
588,2020,Spring
589,2013,Fall
590,2002,Summer
591,2002,Spring
592,2021,Spring
593,2005,Spring
594,2009,Spring
595,2004,Fall
596,2015,Fall
597,2013,Summer
598,2004,Summer
599,2021,Summer
600,2002,Spring
601,2021,Fall
602,2012,Summer
603,2009,Spring
604,2004,Fall
605,2015,Spring
606,2007,Spring
607,2000,Spring
608,2019,Fall
609,2019,Spring
610,2011,Spring
611,2002,Fall
612,2012,Fall
613,2008,Summer
614,2021,Summer
615,2014,Spring
616,2009,Fall
617,2006,Fall
618,2001,Fall
619,2007,Fall
620,2011,Spring
621,2005,Spring
622,2006,Summer
623,2003,Spring
624,2012,Summer
625,2007,Summer
626,2018,Fall
627,2015,Fall
628,2018,Spring
629,2017,Summer
630,2013,Fall
631,2002,Summer
632,2003,Fall
633,2022,Spring
634,2018,Spring
635,2008,Fall
636,2006,Fall
637,2018,Spring
638,2011,Spring
639,2016,Summer
640,2004,Summer
641,2019,Spring
642,2017,Summer
643,2003,Spring
644,2001,Summer
645,2008,Summer
646,2004,Summer
647,2006,Summer
648,2016,Fall
649,2017,Fall
650,2001,Fall
651,2021,Fall
652,2005,Fall
653,2013,Fall
654,2005,Fall
655,2016,Spring
656,2002,Fall
657,2010,Fall
658,2003,Fall
659,2004,Fall
660,2003,Fall
661,2007,Spring
662,2010,Spring
663,2011,Spring
664,2012,Spring
665,2013,Spring
666,2000,Spring
667,2022,Fall
668,2002,Summer
669,2008,Fall
670,2016,Summer
671,2000,Fall
672,2002,Spring
673,2020,Spring
674,2000,Spring
675,2018,Summer
676,2012,Summer
677,2008,Fall
678,2017,Summer
679,2022,Summer
680,2011,Spring
681,2022,Summer
682,2001,Summer
683,2002,Fall
684,2006,Fall
685,2010,Fall
686,2002,Summer
687,2000,Summer
688,2012,Fall
689,2017,Spring
690,2001,Summer
691,2019,Spring
692,2013,Summer
693,2006,Fall
694,2012,Summer
695,2018,Summer
696,2012,Summer
697,2016,Spring
698,2022,Summer
699,2012,Fall
700,2013,Fall
701,2002,Spring
702,2011,Fall
703,2009,Spring
704,2017,Spring
705,2007,Summer
706,2010,Fall
707,2022,Summer
708,2006,Fall
709,2009,Fall
710,2010,Summer
711,2020,Spring
712,2018,Summer
713,2011,Spring
714,2022,Spring
715,2005,Spring
716,2015,Fall
717,2001,Spring
718,2003,Summer
719,2003,Spring
720,2003,Spring
721,2020,Summer
722,2012,Spring
723,2009,Spring
724,2003,Spring
725,2003,Summer
726,2005,Summer
727,2017,Summer
728,2006,Spring
729,2007,Summer
730,2013,Fall
731,2011,Spring
732,2012,Fall
733,2010,Summer
734,2021,Summer
735,2020,Spring
736,2020,Fall
737,2012,Fall
738,2004,Summer
739,2018,Spring
740,2022,Spring
741,2011,Fall
742,2012,Summer
743,2018,Spring
744,2014,Fall
745,2006,Summer
746,2018,Spring
747,2011,Spring
748,2017,Fall
749,2021,Spring
750,2014,Summer
751,2018,Summer
752,2009,Fall
753,2003,Fall
754,2020,Fall
755,2000,Fall
756,2017,Summer
757,2006,Fall
758,2005,Fall
759,2010,Fall
760,2017,Spring
761,2009,Summer
762,2005,Fall
763,2021,Spring
764,2002,Summer
765,2007,Summer
766,2022,Summer
767,2008,Summer
768,2018,Fall
769,2016,Fall
770,2004,Summer
771,2005,Summer
772,2006,Summer
773,2010,Spring
774,2021,Summer
775,2002,Summer
776,2002,Fall
777,2003,Summer
778,2014,Fall
779,2011,Spring
780,2019,Summer
781,2001,Fall
782,2000,Fall
783,2014,Summer
784,2010,Summer
785,2006,Spring
786,2005,Fall
787,2010,Fall
788,2009,Fall
789,2021,Summer
790,2009,Fall
791,2020,Spring
792,2014,Fall
793,2010,Spring
794,2006,Summer
795,2009,Fall
796,2011,Fall
797,2001,Fall
798,2013,Fall
799,2012,Summer
800,2013,Fall
801,2014,Summer
802,2010,Spring
803,2005,Spring
804,2021,Fall
805,2019,Summer
806,2001,Spring
807,2002,Fall
808,2014,Spring
809,2002,Spring
810,2007,Spring
811,2011,Fall
812,2004,Fall
813,2012,Fall
814,2009,Spring
815,2005,Summer
816,2017,Spring
817,2019,Summer
818,2019,Summer
819,2018,Summer
820,2015,Spring
821,2017,Summer
822,2022,Fall
823,2013,Spring
824,2009,Spring
825,2005,Spring
826,2002,Spring
827,2006,Summer
828,2006,Summer
829,2009,Fall
830,2021,Fall
831,2019,Fall
832,2015,Fall
833,2012,Spring
834,2013,Summer
835,2003,Summer
836,2010,Fall
837,2005,Fall
838,2003,Summer
839,2022,Fall
840,2002,Summer
841,2004,Fall
842,2011,Spring
843,2013,Spring
844,2004,Spring
845,2017,Summer
846,2008,Summer
847,2022,Summer
848,2020,Summer
849,2007,Spring
850,2001,Fall
851,2020,Summer
852,2020,Fall
853,2018,Fall
854,2011,Fall
855,2007,Summer
856,2003,Fall
857,2002,Spring
858,2002,Summer
859,2009,Summer
860,2014,Spring
861,2002,Spring
862,2007,Summer
863,2017,Summer
864,2005,Summer
865,2002,Summer
866,2004,Spring
867,2012,Summer
868,2008,Fall
869,2009,Spring
870,2011,Spring
871,2004,Spring
872,2014,Fall
873,2009,Spring
874,2018,Spring
875,2003,Spring
876,2000,Spring
877,2008,Spring
878,2015,Spring
879,2011,Spring
880,2009,Spring
881,2020,Fall
882,2016,Fall
883,2007,Summer
884,2018,Fall
885,2010,Spring
886,2001,Summer
887,2017,Summer
888,2016,Spring
889,2002,Summer
890,2021,Fall
891,2017,Fall
892,2021,Summer
893,2009,Spring
894,2003,Summer
895,2016,Summer
896,2012,Fall
897,2000,Spring
898,2022,Spring
899,2001,Fall
900,2012,Summer
901,2002,Summer
902,2022,Spring
903,2000,Spring
904,2016,Fall
905,2005,Summer
906,2018,Fall
907,2022,Fall
908,2013,Spring
909,2019,Spring
910,2011,Fall
911,2011,Spring
912,2013,Spring
913,2015,Fall
914,2004,Spring
915,2009,Fall
916,2008,Fall
917,2019,Spring
918,2019,Summer
919,2020,Summer
920,2013,Spring
921,2013,Summer
922,2015,Fall
923,2017,Spring
924,2009,Summer
925,2018,Spring
926,2022,Summer
927,2015,Summer
928,2005,Summer
929,2008,Fall
930,2000,Fall
931,2021,Spring
932,2017,Fall
933,2014,Summer
934,2004,Spring
935,2007,Summer
936,2007,Fall
937,2002,Summer
938,2020,Spring
939,2016,Spring
940,2004,Fall
941,2007,Summer
942,2020,Fall
943,2019,Summer
944,2002,Fall
945,2007,Spring
946,2013,Summer
947,2016,Spring
948,2003,Fall
949,2009,Spring
950,2017,Spring
951,2010,Fall
952,2018,Fall
953,2004,Summer
954,2011,Spring
955,2005,Summer
956,2009,Summer
957,2014,Spring
958,2008,Fall
959,2000,Spring
960,2002,Spring
961,2004,Fall
962,2016,Fall
963,2016,Summer
964,2010,Summer
965,2013,Spring
966,2018,Spring
967,2015,Summer
968,2015,Summer
969,2020,Fall
970,2022,Spring
971,2006,Fall
972,2022,Spring
973,2021,Fall
974,2020,Spring
975,2020,Summer
976,2004,Spring
977,2016,Spring
978,2017,Spring
979,2006,Summer
980,2002,Spring
981,2006,Fall
982,2000,Fall
983,2001,Fall
984,2013,Spring
985,2000,Fall
986,2017,Spring
987,2017,Fall
988,2012,Summer
989,2006,Fall
990,2015,Spring
991,2009,Fall
992,2009,Spring
993,2018,Fall
994,2005,Spring
995,2006,Summer
996,2018,Spring
997,2013,Summer
998,2011,Summer
999,2020,Fall
1000,2017,Fall
1001,2016,Summer
1002,2005,Fall
1003,2013,Fall
1004,2016,Summer
1005,2019,Spring
1006,2017,Fall
1007,2008,Summer
1008,2016,Fall
1009,2006,Summer
1010,2010,Spring
1011,2001,Fall
1012,2001,Summer
1013,2001,Spring
1014,2022,Fall
1015,2016,Spring
1016,2010,Fall
1017,2012,Summer
1018,2020,Fall
1019,2016,Spring
1020,2022,Fall
1021,2004,Spring
1022,2006,Summer
1023,2021,Fall
1024,2022,Spring
1025,2022,Spring
1026,2008,Fall
1027,2017,Fall
1028,2020,Spring
1029,2008,Spring
1030,2022,Summer
1031,2017,Summer
1032,2000,Summer
1033,2012,Spring
1034,2006,Fall
1035,2002,Spring
1036,2000,Spring
1037,2000,Spring
1038,2007,Fall
1039,2005,Spring
1040,2011,Spring
1041,2014,Spring
1042,2006,Summer
1043,2016,Spring
1044,2010,Fall
1045,2000,Spring
1046,2010,Summer
1047,2004,Summer
1048,2008,Summer
1049,2021,Spring
1050,2007,Spring
1051,2016,Spring
1052,2005,Summer
1053,2004,Spring
1054,2011,Fall
1055,2018,Spring
1056,2020,Summer
1057,2014,Fall
1058,2002,Spring
1059,2020,Fall
1060,2002,Spring
1061,2007,Spring
1062,2001,Summer
1063,2007,Spring
1064,2016,Spring
1065,2017,Summer
1066,2014,Spring
1067,2011,Spring
1068,2013,Fall
1069,2018,Fall
1070,2017,Spring
1071,2015,Spring
1072,2020,Summer
1073,2008,Summer
1074,2018,Spring
1075,2008,Spring
1076,2022,Summer
1077,2022,Spring
1078,2012,Spring
1079,2011,Summer
1080,2006,Fall
1081,2011,Summer
1082,2005,Summer
1083,2005,Spring
1084,2001,Summer
1085,2018,Spring
1086,2013,Fall
1087,2015,Fall
1088,2004,Fall
1089,2022,Spring
1090,2022,Spring
1091,2000,Spring
1092,2004,Spring
1093,2009,Fall
1094,2002,Fall
1095,2010,Fall
1096,2002,Spring
1097,2022,Spring
1098,2016,Spring
1099,2008,Spring
1100,2006,Summer
1101,2013,Spring
1102,2022,Summer
1103,2012,Spring
1104,2012,Summer
1105,2010,Spring
1106,2007,Spring
1107,2016,Summer
1108,2016,Spring
1109,2001,Summer
1110,2002,Fall
1111,2010,Spring
1112,2016,Summer
1113,2010,Summer
1114,2017,Spring
1115,2014,Fall
1116,2003,Fall
1117,2008,Spring
1118,2022,Summer
1119,2011,Summer
1120,2011,Summer
1121,2022,Spring
1122,2000,Fall
1123,2015,Spring
1124,2013,Spring
1125,2008,Summer
1126,2021,Fall
1127,2015,Fall
1128,2009,Spring
1129,2001,Fall
1130,2018,Spring
1131,2022,Summer
1132,2016,Spring
1133,2005,Fall
1134,2005,Spring
1135,2021,Fall
1136,2006,Summer
1137,2008,Fall
1138,2002,Spring
1139,2003,Fall
1140,2006,Spring
1141,2002,Summer
1142,2000,Summer
1143,2002,Fall
1144,2000,Spring
1145,2020,Fall
1146,2017,Summer
1147,2016,Spring
1148,2014,Spring
1149,2020,Fall
1150,2016,Fall
1151,2006,Summer
1152,2018,Spring
1153,2019,Spring
1154,2020,Fall
1155,2009,Fall
1156,2015,Summer
1157,2018,Fall
1158,2000,Spring
1159,2019,Spring
1160,2006,Spring
1161,2021,Fall
1162,2010,Fall
1163,2016,Spring
1164,2016,Fall
1165,2017,Spring
1166,2008,Summer
1167,2020,Spring
1168,2022,Fall
1169,2014,Summer
1170,2004,Summer
1171,2003,Summer
1172,2011,Fall
1173,2022,Summer
1174,2020,Fall
1175,2009,Summer
1176,2014,Fall
1177,2015,Fall
1178,2019,Summer
1179,2006,Spring
1180,2022,Summer
1181,2004,Summer
1182,2020,Spring
1183,2014,Fall
1184,2002,Summer
1185,2016,Fall
1186,2014,Spring
1187,2021,Summer
1188,2009,Fall
1189,2004,Summer
1190,2009,Summer
1191,2001,Summer
1192,2012,Summer
1193,2020,Spring
1194,2001,Spring
1195,2011,Fall
1196,2011,Fall
1197,2015,Spring
1198,2003,Summer
1199,2011,Spring
1200,2022,Summer
1201,2006,Summer
1202,2011,Spring
1203,2001,Spring
1204,2020,Summer
1205,2003,Spring
1206,2008,Spring
1207,2004,Summer
1208,2002,Fall
1209,2015,Fall
1210,2008,Spring
1211,2004,Fall
1212,2009,Summer
1213,2019,Fall
1214,2011,Summer
1215,2012,Summer
1216,2018,Fall
1217,2019,Spring
1218,2021,Fall
1219,2008,Fall
1220,2022,Fall
1221,2020,Spring
1222,2022,Spring
1223,2013,Spring
1224,2000,Spring
1225,2003,Summer
1226,2011,Fall
1227,2021,Summer
1228,2012,Spring
1229,2003,Fall
1230,2022,Summer
1231,2017,Spring
1232,2022,Fall
1233,2011,Fall
1234,2017,Spring
1235,2009,Fall
1236,2016,Fall
1237,2011,Spring
1238,2017,Summer
1239,2001,Fall
1240,2006,Spring
1241,2001,Summer
1242,2019,Spring
1243,2011,Fall
1244,2005,Summer
1245,2008,Fall
1246,2018,Spring
1247,2016,Summer
1248,2005,Summer
1249,2022,Fall
1250,2004,Spring
1251,2017,Spring
1252,2014,Summer
1253,2003,Spring
1254,2021,Spring
1255,2020,Spring
1256,2015,Spring
1257,2013,Summer
1258,2016,Spring
1259,2010,Spring
1260,2000,Fall
1261,2011,Summer
1262,2017,Summer
1263,2007,Summer
1264,2018,Summer
1265,2003,Summer
1266,2002,Summer
1267,2010,Spring
1268,2021,Fall
1269,2003,Fall
1270,2020,Fall
1271,2001,Summer
1272,2006,Summer
1273,2004,Fall
1274,2003,Summer
1275,2011,Fall
1276,2005,Fall
1277,2005,Summer
1278,2015,Spring
1279,2013,Fall
1280,2018,Fall
1281,2004,Summer
1282,2006,Fall
1283,2001,Summer
1284,2022,Summer
1285,2000,Fall
1286,2010,Fall
1287,2007,Fall
1288,2021,Summer
1289,2001,Fall
1290,2004,Summer
1291,2015,Spring
1292,2004,Fall
1293,2008,Fall
1294,2006,Fall
1295,2002,Fall
1296,2010,Fall
1297,2017,Spring
1298,2022,Fall
1299,2006,Fall
1300,2017,Spring
1301,2005,Fall
1302,2003,Spring
1303,2002,Summer
1304,2000,Spring
1305,2020,Fall
1306,2005,Spring
1307,2017,Summer
1308,2002,Fall
1309,2008,Summer
1310,2022,Spring
1311,2006,Fall
1312,2001,Summer
1313,2017,Fall
1314,2016,Spring
1315,2020,Summer
1316,2007,Fall
1317,2013,Spring
1318,2018,Summer
1319,2000,Summer
1320,2017,Fall
1321,2005,Fall
1322,2022,Summer
1323,2004,Spring
1324,2017,Spring
1325,2004,Spring
1326,2017,Fall
1327,2022,Summer
1328,2006,Fall
1329,2001,Fall
1330,2015,Summer
1331,2008,Fall
1332,2010,Spring
1333,2001,Summer
1334,2021,Spring
1335,2006,Spring
1336,2007,Summer
1337,2015,Fall
1338,2018,Fall
1339,2012,Fall
1340,2021,Spring
1341,2000,Summer
1342,2009,Fall
1343,2021,Summer
1344,2004,Fall
1345,2008,Fall
1346,2007,Spring
1347,2004,Fall
1348,2020,Summer
1349,2017,Fall
1350,2022,Summer
1351,2012,Summer
1352,2002,Fall
1353,2000,Summer
1354,2014,Fall
1355,2002,Summer
1356,2021,Summer
1357,2016,Fall
1358,2008,Summer
1359,2022,Spring
1360,2022,Fall
1361,2004,Fall
1362,2015,Spring
1363,2012,Spring
1364,2020,Spring
1365,2016,Spring
1366,2007,Summer
1367,2009,Summer
1368,2017,Fall
1369,2017,Spring
1370,2019,Spring
1371,2008,Spring
1372,2017,Summer
1373,2001,Spring
1374,2017,Summer
1375,2022,Summer
1376,2020,Fall
1377,2003,Summer
1378,2019,Fall
1379,2009,Spring
1380,2011,Spring
1381,2014,Summer
1382,2019,Fall
1383,2002,Fall
1384,2020,Spring
1385,2005,Spring
1386,2001,Summer
1387,2010,Fall
1388,2020,Fall
1389,2009,Fall
1390,2009,Spring
1391,2019,Fall
1392,2001,Fall
1393,2008,Summer
1394,2007,Fall
1395,2005,Summer
1396,2000,Summer
1397,2017,Summer
1398,2019,Summer
1399,2009,Summer
1400,2022,Spring
1401,2008,Fall
1402,2005,Fall
1403,2007,Spring
1404,2018,Fall
1405,2005,Summer
1406,2010,Fall
1407,2006,Fall
1408,2011,Summer
1409,2021,Spring
1410,2006,Spring
1411,2014,Fall
1412,2008,Fall
1413,2006,Spring
1414,2020,Spring
1415,2016,Spring
1416,2010,Summer
1417,2020,Summer
1418,2000,Fall
1419,2000,Spring
1420,2021,Spring
1421,2012,Fall
1422,2011,Fall
1423,2021,Fall
1424,2005,Spring
1425,2012,Summer
1426,2013,Spring
1427,2014,Fall
1428,2020,Spring
1429,2017,Fall
1430,2006,Spring
1431,2010,Fall
1432,2005,Summer
1433,2013,Fall
1434,2006,Fall
1435,2020,Spring
1436,2003,Summer
1437,2020,Fall
1438,2015,Fall
1439,2012,Spring
1440,2020,Spring
1441,2016,Fall
1442,2022,Summer
1443,2003,Spring
1444,2017,Spring
1445,2005,Fall
1446,2005,Fall
1447,2012,Fall
1448,2017,Spring
1449,2015,Spring
1450,2015,Fall
1451,2008,Spring
1452,2021,Fall
1453,2014,Fall
1454,2007,Spring
1455,2009,Spring
1456,2017,Spring
1457,2012,Summer
1458,2014,Spring
1459,2000,Fall
1460,2018,Spring
1461,2006,Summer
1462,2008,Fall
1463,2020,Summer
1464,2011,Fall
1465,2015,Fall
1466,2022,Spring
1467,2020,Fall
1468,2022,Fall
1469,2012,Fall
1470,2008,Spring
1471,2004,Spring
1472,2002,Fall
1473,2009,Spring
1474,2003,Fall
1475,2002,Summer
1476,2010,Spring
1477,2013,Fall
1478,2012,Fall
1479,2003,Fall
1480,2011,Summer
1481,2022,Fall
1482,2019,Summer
1483,2002,Spring
1484,2000,Summer
1485,2011,Spring
1486,2012,Spring
1487,2014,Summer
1488,2015,Fall
1489,2009,Summer
1490,2015,Spring
1491,2005,Fall
1492,2006,Summer
1493,2010,Summer
1494,2021,Summer
1495,2013,Spring
1496,2013,Summer
1497,2016,Summer
